0,1,2,3,4,5,6
,"Wilson et al. BMC Veterinary Research 2012, 8:125",,,,,Page 5 of 9
,http://www.biomedcentral.com/1746-6148/8/125,,,,,
"Table 6 Number and percentage if animals positive for FeLV p27 antigen, and with persistent antigenaemia,",,,,,,
8 month DOI,,,,,,
Study Day,T01 (water),,T02 (Versifel FeLV),,T03 (no treatment),
,Number of animals,Number (%),Number of animals,Number (%),Number of animals,Number (%)
−3,11,0 (0.0),15,0 (0.0),n/a,n/a
238,11,0 (0.0),15,0 (0.0),n/a,n/a
243,n/a,n/a,n/a,n/a,5,0 (0.0)
264,11,5 (45.5),15,1 (6.7),5,4 (80.0)
271,11,5 (45.5),15,1 (6.7),5,4 (80.0)
278,11,4 (36.4),15,1 (6.7),5,4 (80.0)
285,11,5 (45.5),15,1 (6.7),5,4 (80.0)
292,11,4 (36.4),15,1 (6.7),5,4 (80.0)
299,11,4 (36.4),15,1 (6.7),5,4 (80.0)
306,11,4 (36.4),15,1 (6.7),5,4 (80.0)
313,11,4 (36.4),15,1 (6.7),5,4 (80.0)
320,11,4 (36.4),15,1 (6.7),5,4 (80.0)
327,11,4 (36.4),15,1 (6.7),5,4 (80.0)
334,11,4 (36.4),15,1 (6.7),5,4 (80.0)
341,11,4 (36.4),15,1 (6.7),5,4 (80.0)
348,11,4 (36.4),15,1 (6.7),5,4 (80.0)
,,,Number and percentage of animals with persistent antigenaemia,,,
,11,4 (36.4),15,1 (6.7),5,4 (80.0)
