0,1,2,3,4,5,6,7,8,9
Table 1. Summary of HCV peptides showing homology to adenovirus (Ad) proteins.,,,,,,,,,
No.,HCV,No. of HCV peptides,No. of Ad proteins,,Number of peptides showing homology (% Homology between HCV peptide,,,,
,proteins,tested,tested,,and Ad protein sequences),,,,
,,,,(25.00–,(30.11–,(35.11–,(40.11–,(45.11–,(>50.00)
,,,,30.00),35.00),40.00),45.00),50.00),
1,Core,45,27,45,43,27,0,7,1
2,F,16,27,16,15,4,0,3,1
3,NS3,11,27,10,8,8,1,1,0
4,NS4,20,27,15,7,2,0,0,0
5,NS5a,29,27,29,10,7,2,0,0
6,NS5b,39,27,39,7,4,1,0,0
,doi:10.1371/journal.pone.0146404.t001,,,,,,,,
