0,1,2,3,4,5,6,7,8,9,10,11
,expression levels expressed as absolute x-fold over or under coefficient; SD [±x-fold]: standard deviation of the absolute regulation coefficients.,,,,,,,,,,
,,Table 6: Repeated pairwise correlation analysis among genes and with BestKeeper index (BI).,,,,,,,,,
Genes,versus,EEF1A1,RPL4,RPS23,GTP,UXT,RPS9,RPS15A,HMBS,B2M,HPRT1
RPL4,R,0.893,—,—,—,—,—,—,—,—,—
,P value,0.001,—,—,—,—,—,—,—,—,—
RPS23,R,0.841,0.800,—,—,—,—,—,—,—,—
,P value,0.005,0.010,—,—,—,—,—,—,—,—
GTP,R,0.790,0.592,0.718,—,—,—,—,—,—,—
,P value,0.011,0.094,0.029,—,—,—,—,—,—,—
UXT,R,0.776,0.426,0.519,0.793,—,—,—,—,—,—
,P value,0.014,0.251,0.151,0.011,—,—,—,—,—,—
RPS9,R,0.712,0.608,0.766,0.351,0.464,—,—,—,—,—
,P value,0.032,0.082,0.016,0.355,0.207,—,—,—,—,—
RPS15A,R,0.507,0.250,0.592,0.788,0.634,0.363,—,—,—,—
,P value,0.163,0.518,0.094,0.012,0.067,0.337,—,—,—,—
HMBS,R,0.658,0.630,0.775,0.791,0.413,0.430,0.812,—,—,—
,P value,0.054,0.069,0.014,0.011,0.269,0.248,0.008,—,—,—
B2M,R,0.206,0.056,0.072,0.179,0.407,−0.042,0.384,0.168,—,—
,P value,0.593,0.885,0.855,0.646,0.277,0.915,0.308,0.666,—,—
HPRT1,R,0.382,0.305,0.273,0.639,0.368,0.146,0.676,0.743,−0.013,—
,P value,0.312,0.423,0.478,0.064,0.329,0.708,0.045,0.022,0.977,—
,R,0.804,0.679,0.840,0.503,0.565,0.983,0.497,0.567,0.035,0.273
BestKeeper Index,P value,0.009,0.044,0.005,0.167,0.113,0.001,0.172,0.112,0.931,0.478
,𝑟2,,,,,,,,,,
,,0.646,0.461,0.706,0.253,0.319,0.966,0.247,0.321,0.001,0.075
𝑅: Pearson correlation coefficient; 𝑟2,,,: coefficient of determination.,,,,,,,,
