0,1,2,3,4,5,6,7
Table 2  (continued),,,,,,,
State,Model,Durationa,Fitting period,Final size,Reproduction number,Turning  pointb,Turning date
Pernambuco,Richards,169,03.12.2015–21.05.2016,9936,1.85 (1.75–1.95),90,02.03.2016
,,,,"(9770–10,102)",,(87–93),(29.02.2016–05.03.2016)
Rio Grande,Gompertz,148,24.12.2015–21.05.2016,771,1.54 (1.39–1.71),120,22.04.2016
,,,,(563–979),,(107–134),(09.04.2016–06.05.2016)
Rio Grande,Gompertz,155,24.12.2015–28.05.2016,765,1.54 (1.42–1.68),120,22.04.2016
,,,,(613–917),,(110–130),(12.04.2016–02.05.2016)
Rio Grande,Gompertz,162,24.12.2015–04.06.2016,772,1.54 (1.43–1.65),120,22.04.2016
,,,,(653–890),,(112–128),(14.04.2016–30.04.2016)
