0,1,2,3,4,5,6,7,8,9
,"Table 1. Demographic characteristics of hospitalized children with pneumonia, Beijing, China, July 1, 2007–June 30, 2015, by",,,,,,,,
respiratory syncytial virus year*,,,,,,,,,
Characteristics,2007–08,2008–09,2009–10,2010–11,2011–12,2012–13,2013–14,2014–15,p value
No. patients,718,693,522,650,495,438,427,282,
Sex,,,,,,,,,
M,455 (63),418 (60),363 (70),387 (60),309 (62),260 (59),251 (59),161 (57),0.003
F,263 (37),275 (40),159 (30),263 (40),186 (38),178 (41),176 (41),121 (43),
"Age, y, median (IQR)",0.7 (0.2–,0.9 (0.3–,0.8 (0.2–,2 (0.6–,1.4 (0.4–,2.2 (0.5–,5 (2.1–,3.8 (0.6–,<0.001
,3.8),3.3),2.7),6.1),6.1),7.3),8.6),7.5),
"Age group, mo†",,,,,,,,,<0.001
1–5,304 (42),228 (33),210 (40),140 (22),147 (30),108 (25),38 (9),60 (21),
6–11,127 (18),154 (22),89 (17),84 (13),68 (14),60 (14),28 (7),28 (10),
12–23,54 (8),94 (14),71 (14),104 (16),69 (14),48 (11),39 (9),19 (7),
24–59,78 (11),82 (12),61 (12),118 (18),60 (12),63 (14),110 (26),55 (20),
>60,155 (22),135 (19),91 (17),204 (31),151 (31),159 (36),212 (50),120 (43),
Underlying medical condition,68 (9),103 (15),65 (12),88 (14),71 (14),44 (10),32 (7),22 (8),<0.001
History of prematurity‡,8 (1),23 (3),24 (5),36 (6),29 (6),27 (6),22 (5),13 (5),<0.001
Congenital heart disease§,49 (7),76 (11),38 (7),47 (7),38 (8),13 (3),10 (2),7 (2),<0.001
Chronic lung diseases¶,6 (1),5 (1),2 (0),6 (1),4 (1),3 (1),0,2 (1),0.700
Anemia#,5 (1),2 (0),5 (1),4 (1),1 (0),3 (1),0,1 (0),0.424
Malnutrition,5 (1),2 (0),2 (0),3 (0),0,1 (0),0,0,0.337
Chromosomal anomalies**,2 (0),1 (0),0,0,0,0,0,0,0.441
,"*Values are no. (%) except where indicated. IQR, interquartile range.",,,,,,,,
