0,1,2,3,4
,,,Elevated Tumor Necrosis Factor-Alpha Receptor 2 in HFPEF,
Table 2. Electrocardiogram and Echocardiography.,,,,
,HC,HFPEF,HFREF,p-value
"HR, bpm",65 (60–76),65 (60–78),65 (60–76),0.757
"AFib, %",0,43,23,",0.001"
"LVEF, %",63 (60–67),59 (54–63),35 (27–41),",0.001"
"LVEDD, cm",4.4 (4.1–4.6),4.8 (4.3–5.2),5.9 (5.4–6.4),",0.001"
"LVESD, cm",2.8 (2.5–3.2),3.1 (2.8–3.6),4.7 (3.8–5.6),",0.001"
"LVPW, cm",0.9 (0.8–1.0),1.1 (1.0–1.2),1.0 (0.9–1.1),",0.001"
"LVMI, g/m2",,,,
Female,62 (54–69),89 (78–111),103 (80–119),",0.001"
Male,74 (56–87),105 (83–119),129 (104–152),",0.001"
"LVH, %",6,34,60,",0.001"
"LA index, mL/m2",23 (19–27),34 (28–43),37 (30–50),",0.001"
"MR, %",,,,",0.001"
None,38,45,32,
Trace/mild,12,43,41,
Moderate,0,11,20,
Severe,0,1,7,
"E-wave velocity, cm/s",74 (67–82),87 (73–107),76 (60–97),",0.001"
"Medial E/e’
ratio",9 (8–11),14 (10–17),15 (11–20),",0.001"
"Lateral E/e’
ratio",7 (6–8),10 (8–13),11 (8–16),",0.001"
"Average E/e’
ratio",8 (7–10),12 (9–15),13 (10–18),",0.001"
"A-wave velocity, cm/s",68 (61–78),79 (63–96),74 (55–89),0.052
E/A ratio,1.0 (0.8–1.2),0.9 (0.8–1.3),1.0 (0.6–1.6),0.745
"Grade: diastolic dysfunction*, %",,,,",0.001"
0 (Normal),94,34,14,
1 (Impaired relaxation),4,25,31,
"2 (Pseudonormal
filling)",2,24,34,
3 (Restrictive filling),0,17,21,
