0,1,2,3,4,5,6,7
,,,,Table 1. Cont.,,,
Resource,Polysaccharides,Metals,Diameter (nm),Shape,,Antimicrobial Strains,References
,,,,,,"E. coli, Methylobacterium spp.,",
-,β-glucan,Ag,15.0,-,,,[79]
,,,,,,Sphingomonas spp.,
,,,,,P,". aeruginosa, S. aureus, C. albicans,",
Arthrobacter sp. B4,Exopolysaccharides,Ag,9.0–72.0,Face-centred-cubic,,,[80]
,,,,,,F. oxysporum,
Cordyceps sinensis,,,,,,,
,Exopolysaccharides,Ag,50.0,Spherical,,"E. coil, S. aureus",[81]
(Berk.),,,,,,,
-,Xanthan gum/chitosan,Ag,5.0–20.0,Spherical,,"E. coil, S. aureus","[22,82,83]"
,Chitosan-carboxymethyl,,,,,,
-,,Ag,5.0–20.0,Irregular shape,,"E. coli, S. aureus, P. aeruginosa",[84]
,cellulose,,,,,,
Bradyrhizobium,,,,Rod/oval-shaped,,,
,Exopolysaccharides,Ag,5.0–50.0,,,"E. coli, S. aureus",[85]
japonicum 36,,,,structures,,,
Klebsiella oxytoca,Exopolysaccharides,Ag,6.0–16.0,Spherical,,"E. coli, K. rhizophila",[86]
Lentinus squarrosulus,,,,,,,
,Hetero polysaccharides,Ag,1.3–4.5,Spherical,,E. coli,[87]
(Mont.),,,,,,,
Pleurotus ﬂorida,Glucan,Ag,1.3–2.5,Spherical,,K. pneumoniae,[88]
,,,,,,"E. coli, K. pneumoniae,",
Lactic acid bacterium,Exopolysaccharides,Ag,2.0–15.0,Spherical/triangular,,,[89]
,,,,,,"L. monocytogenes, P. aeruginosa",
,,,,,,"E. coli, P. aeruginosa, E. faecalis,",
-,Dextran/sucrose,Fe,5.8/7.3,Spherical,,,[90]
,,,,,,C. krusei,
-,Mesoporous starch,Ag,5.0–25.0,Spherical,,"E. coli, S. aureus",[91]
Anogeissus latifolia,Gum ghatti,Ag,5.5–5.9,Uneven shape,,"E. coli, S. aureus, P. aeruginosa",[92]
Marine macro algae,,,,,,,
"(U. faciata, P. capillacae,",Polysaccharides,Ag,7.0–20.0,Spherical,,"E. coli, S. aureus",[93]
"J. rubins, C. sinusa)",,,,,,,
Bacillus subtilis,Exopolysaccharides,Ag,1.1–6.7,Spherical,,"S. aureus, P. aeruginosa",[94]
Cochlospermum,,,,,,,
,Gum kondagogu,Ag,18.9–55.0,Spherical,,"E. coli, S. aureus, P. aeruginosa",[95]
gossypium,,,,,,,
Porphyra vietnamensis,Sulfated polysaccharides,Ag,10.0–16.0,Spherical,,"E. coli, S. aureus",[96]
,,,,,,"C. albicans, S. cerevisiae, A. niger,",
Portulaca,Arabinogalactan,Ag,20.0–35.0,Spherical,,,[97]
,,,,,,A. ﬂavus,
