0,1,2,3,4,5,6,7,8,9,10,11,12,13
"Compound
Concentration (ug/Well)",,,,,,Mean Revertant Colony Counts,,,,,,,
,,TA98,,TA-100,,,TA-1535,,,TA-1537,,,WP2 uvrA (pKM101)
,S9-,,SP9+,S9-,SP9+,S9-,,SP9+,S9-,,SP9+,S9-,SP9+
"500873
1.5",5.0,,5.7,33.0,22.3,-,,-,-,,-,-,-
4,9.0,,6.0,31.7,18.3,-,,-,-,,-,-,-
10,4.0,,6.3,28.3,20.7,-,,-,-,,-,-,-
25,7.7,,9.3,25.0,16.7,-,,-,-,,-,-,-
64,11.7,,8.3,28.7,18.3,-,,-,-,,-,-,-
160,10.0,,10.3,25.0,22.7,-,,-,-,,-,-,-
400,11.7,,14.0,21.0,17.7,-,,-,-,,-,-,-
1000,14.0,,16.3,-,-,-,,-,-,,-,-,-
"Controls
Solvent",6.7,,10.5,27.8,21.2,,,,,,,,
Positive Control,258.7,,640.0,120.0,69.7,,,,,,,,
https://doi.org/10.1371/journal.pone.0204605.t004,,,,,,,,,,,,,
