0,1,2,3,4,5,6
,,,(% and 95% CI),(% and 95% CI),(% and 95% CI),
Variable,,,(n = 492),"(n = 488)
P value",(n = 461),P value
Sex (male),,,57 ⁄ 492,"0Æ08
40 ⁄ 488",45 ⁄ 461,0Æ36
,,,11Æ6 (8Æ8–14Æ4),8Æ2 (5Æ8–10Æ6),9Æ8 (7Æ1–12Æ5),
Age (mean),,,32Æ7 (31Æ8–33Æ5),"33 (32Æ2–33Æ8)
0Æ52",35Æ3 (34Æ4–36Æ2),<0Æ01
Education*,,,189 ⁄ 492,"0Æ62
180 ⁄ 488",155 ⁄ 461,0Æ12
,,,38Æ4 (34Æ1–42Æ7),36Æ9 (32Æ6–41Æ2),33Æ6 (29Æ3–37Æ9),
,Current smoker,,18 ⁄ 492,"0Æ88
17 ⁄ 488",13 ⁄ 461,0Æ47
,,,3Æ7 (2Æ0–5Æ3)),3Æ5 (1Æ9–5Æ1),2Æ8 (1Æ3–4Æ3),
,Anyone smoking in family,,187 ⁄ 492,"0Æ05
216 ⁄ 488",213 ⁄ 461,0Æ01
,,,38Æ0 (33Æ7–42Æ3),44Æ3 (39Æ9–48Æ7),46Æ2 (41Æ7–50Æ8),
,Four or more people of,family,89 ⁄ 492,"0Æ01
122 ⁄ 488",113 ⁄ 461,0Æ02
,,,18Æ1 (14Æ7–21Æ5),25Æ0 (21Æ2–28Æ8),24Æ5 (20Æ6–28Æ4),
,Four or more adults in family,,67 ⁄ 492,"<0Æ01
100 ⁄ 488",90 ⁄ 461,0Æ01
,,,13Æ6 (10Æ6–16Æ7),20Æ5 (16Æ9–24Æ1),19Æ5 (15Æ9–23Æ1),
,One child in family**,,201 ⁄ 485,"0Æ26
209 ⁄ 464",197 ⁄ 457,0Æ61
,,,41Æ4 (37Æ1–45Æ8),45Æ0 (40Æ5–49Æ6),43Æ1 (38Æ6–47Æ7),
,No children in family**,,278 ⁄ 485,"0Æ14
244 ⁄ 464",254 ⁄ 457,0Æ59
,,,57Æ3 (52Æ9–61Æ7),52Æ6 (48Æ0–57Æ1),55Æ6 (51Æ0–60Æ1),
,Inﬂuenza vaccination in 2008,,109 ⁄ 492,"0Æ81
105 ⁄ 488",44 ⁄ 461,<0Æ01
,,,22Æ2 (18Æ5–25Æ8),21Æ5 (17Æ9–25Æ2),9Æ5 (6Æ9–12Æ2),
,Inﬂuenza vaccination in 2007,,107 ⁄ 492,"0Æ93
105 ⁄ 488",68 ⁄ 461,<0Æ01
,,,21Æ7 (18Æ1–25Æ4),21Æ5 (17Æ9–25Æ2),14Æ8 (11Æ5–18Æ0),
,Previous mask wearing,,,,,
At work,,,469 ⁄ 492,"0Æ09
475 ⁄ 488",431 ⁄ 461,0Æ22
,,,95Æ3 (93Æ5–97Æ2),97Æ3 (95Æ9–98Æ8),93Æ5 (91Æ2–95Æ7),
At home,,,3 ⁄ 492,"0Æ7
4 ⁄ 488",6 ⁄ 461,0Æ27
,,,0Æ6 (0–1Æ3),0Æ8 (0–1Æ6),1Æ3 (0Æ3–2Æ3),
,Public transport,,7 ⁄ 492,"0Æ33
11 ⁄ 488",19 ⁄ 461,0Æ01
,,,1Æ4 (0Æ4–2Æ5),2Æ3 (0Æ9–3Æ6),4Æ1 (2Æ3–5Æ9),
Staff,(doctors),,154 ⁄ 492,"0Æ54
144 ⁄ 488",166 ⁄ 461,0Æ12
,,,31Æ3 (27Æ2–35Æ4),29Æ5 (25Æ5–33Æ6),36Æ0 (31Æ6–40Æ4),
,Undertake handwashing after,,435 ⁄ 491,"0Æ7
424 ⁄ 483",382 ⁄ 460,0Æ01
,touching a patient,,88Æ6 (85Æ8–91Æ4),87Æ8 (84Æ9–90Æ7),83Æ0 (79Æ6–86Æ5),
Sick contact,,in household during trial,13 ⁄ 296,"0Æ48
21 ⁄ 376",7 ⁄ 283,0Æ21
,,,4Æ4 (2Æ1–6Æ7),5Æ6 (3Æ3–7Æ9),2Æ5 (0Æ7–4Æ3),
Hospital,level,(level 2),0 ⁄ 492,"<0Æ01
48 ⁄ 488",319 ⁄ 461,<0Æ01
,,,0,9Æ8 (7Æ2–12Æ5),69Æ2 (65Æ0–73Æ4),
,High-risk procedure,,201 ⁄ 492,"0Æ06
171 ⁄ 488",108 ⁄ 461,<0Æ01
,,,40Æ9 (36Æ5–45Æ2),35Æ0 (30Æ8–39Æ3),23Æ4 (19Æ6–27Æ3),
