0,1,2,3,4,5
,Table 3 Frequency in different categories of public recognition (n = 372) and accuracy of ofﬁcial,,,,
,recognition based on taxonomic assessments of photographs provided by the news reports (n = 220).,,,,
Species,,Public recognition,,,Ofﬁcial recognition
,Species,Primates,Unrecognized,Correct,Incorrect
Nycticebus bengalensis,68,42,68,85,0
Nycticebus pygmaeus,30,20,30,26,26
Macaca leonina,,2,,1,1
Macaca mulatta,9,46,2,41,3
Macaca assamensis,1,7,,6,0
Macaca cyclopis,,5,,4,0
Macaca thibetana,,12,2,6,2
Macaca arctoides,,12,,9,0
Rhinopithecus roxellana,1,6,,4,0
Rhinopithecus bieti,1,1,,1,0
Semnopithecus,,1,,0,0
schistaceus,,,,,
Trachypithecus francoisi,,4,,3,0
Hylobates lar,1,,,1,0
Hoolock tianxing,1,,,1,0
