0,1,2,3,4,5,6
Table 2 CVs of positive sera within the same run,,,,,,
No.,"I
(SNR value)","II
(SNR value)","III
(SNR value)",X (Mean),SD,CV (%)
1,0.69,1.02,0.72,0.81,0.15,18.63
2,1.64,1.80,1.30,1.58,0.21,13.22
3,0.26,0.30,0.29,0.28,0.02,6.80
4,0.01,0.00,0.00,0.00,0.00,17.78
5,9.40,9.94,7.43,8.92,1.08,12.09
6,14.58,17.49,18.49,16.85,1.66,9.84
7,15.43,15.42,15.69,15.51,0.12,0.80
8,14.57,14.46,15.09,14.70,0.28,1.87
9,21.88,19.47,19.34,20.23,1.17,5.78
10,14.16,13.74,14.00,13.96,0.17,1.24
11,21.52,23.23,22.00,22.25,0.72,3.24
12,17.42,15.34,15.70,16.15,0.91,5.61
13,19.11,20.15,20.55,19.94,0.61,3.06
