0,1,2,3,4,5,6,7
,,,households with a residential landline decreased from 91% in 2006 (this information is not,,,,
,,,"readily available for the 2004 survey year) to 67% in 2010. Concurrently, the proportion of",,,,
,Table 3. A comparison of survey demographics (by percentage) with census data for Canada and the province of Alberta.,,,,,,
Socio-,SARS2004,Canada2006,Alberta2006,H1N12010,H1N12010*,"Canada2011a(n = 33,476,688)","Alberta2011a(n = 3,645,257)"
demographic,"(n = 1,209)","(n = 31,612,897)","(n = 3,290,350)",(n = 1203),(n = 1203),,
variables,,,,,,,
Sex,,,,,,,
Male,50.0,50.0,50.0,49.7,,49.0,50.1
Female,50.0,50.0,50.0,50.3,,51.0,49.9
Age,,,,,,,
18–35 years,29.7,29.7,34.6,21.0,30.0,29.5,34.5
36–45 years,24.5,19.9,20.4,17.4,24.3,17.2,18.4
46–60 years,29.8,27.8,26.8,34.5,30.0,28.6,27.7
61+ years,16.0,22.6,18.2,27.1,15.7,24.7,19.4
Educational,,,,,,,
Level,,,,,,,
Less than,8.3,23.8,23.4,8.0,8.6,n/a,n/a
High School,,,,,,,
High School,33.6,25.5,26.2,20.1,33.5,n/a,n/a
College/,31.9,28.1,28.9,35.9,27.0,n/a,n/a
Post-,,,,,,,
secondary,,,,,,,
University,26.1,22.6,21.5,36.0,31.0,n/a,n/a
Degree,,,,,,,
Household,,,,,,,
Income,,,,,,,
Less than,27.0,36.7,29.2,10.4,,n/a,n/a
"$39,999",,,,,,,
"$40,000—",25.3,26.6,25.5,20.1,,n/a,n/a
"$69,999",,,,,,,
"$70,000—",21.6,17.3,19.1,17.0,,n/a,n/a
"$99,999",,,,,,,
"$100,000+",26.1,19.4,26.2,52.4,,n/a,n/a
