0,1,2,3,4
Table 2. Ranking of candidate reference genes in order of,,,their expression stability as calculated by NormFinder.,
Rank,Total,Modic type I changes,Modic type II changes,Modic type III changes
1,LDHA,LDHA,B2M,LDHA
M value,0.102,0.133,0.177,0.107
2,SDHA,SDHA,SDHA,B2M
M value,0.108,0.147,0.187,0.176
3,B2M,IPO8,GUSB,SDHA
M value,0.111,0.242,0.192,0.180
4,GUSB,B2M,LDHA,GUSB
M value,0.135,0.296,0.210,0.197
5,GAPDH,HMBS,GAPDH,HMBS
M value,0.146,0.335,0.212,0.227
6,IPO8,GAPDH,HPRT1,18S
M value,0.157,0.344,0.228,0.256
7,HMBS,GUSB,ACTB,GAPDH
M value,0.157,0.364,0.229,0.281
8,ACTB,ACTB,IPO8,ACTB
M value,0.163,0.405,0.236,0.283
9,TBP,TBP,18S,IPO8
M value,0.173,0.435,0.289,0.287
10,18S,18S,HMBS,TBP
M value,0.193,0.609,0.295,0.299
11,HPRT1,HPRT1,TBP,HPRT1
M value,0.199,0.634,0.304,0.518
12,RPL13A,RPL13A,RPL13A,RPL13A
M value,0.249,0.730,0.320,0.603
doi:10.1371/journal.pone.0088892.t002,,,,
