0,1,2,3,4,5,6
,,,,,,Any face mask reduces exposure
,Table 2. Median (IQR) protection factors at start and end of,,,"long term-experiment, by mask, by activity.",,
,,no activity,nodding,shaking,reading,walking
Tea cloth,Start,2.8 (2.5–3.1),2.4 (2.3–2.6),2.5 (2.3–2.8),3.4 (2.9–3.7),2.4 (2.2–3.1)
,End,3.2 (2.7–3.4),2.7 (2.5–3.0),2.9 (2.6–3.4),4.3 (3.5–5.2),2.9 (2.8–2.9)
Surgical mask,Start,3.9 (3.4–6.1),3.6 (3.1–7.1),3.8 (3.7–7.3),6.5 (4.3–7.2),4.6 (2.9–6.4)
,End,4.4 (3.2–7.4),4.5 (3.4–7.2),4.1 (3.3–7.8),5.9 (4.2–6.5),3.9 (3.3–6.7)
FFP2 mask,Start,141 (34–196),100 (26–156),132 (54–265),84 (47–194),79 (10–167)
,End,53 (31–339),48 (36–116),42 (23–177),92 (29–202),43 (16–185)
IQR = interquartile range,,,,,,
,doi:10.1371/journal.pone.0002618.t002,,,,,
