0,1,2,3
"Johnson and Wang Virology Journal 2014, 11:4",,,Page 2 of 17
http://www.virologyj.com/content/11/1/4,,,
Luciana Arruda,Sarah Barreto,Daniela Bezemer,
Brazil,Brazil,Netherlands,
Sassan Asgari,Alan Barrett,Marcia Bianchi santos,
Australia,USA,Brazil,
Usman ali Ashfaq,Naina Barretto,Eric Blair,
Pakistan,USA,UK,
Houssam Attoui,John Bashiruddin,Esther Blanco,
UK,UK,Spain,
Prasert Auewarkul,Chris Basler,Gary Blissard,
Thailand,USA,USA,
Kevin Ault,Armanda Bastos,Evan Bloch,
USA,South Africa,USA,
Maysa Azzeh,Daniel Bausch,Sandra Blome,
Palestinian Territory,USA,Germany,
Eduardo Azziz-Baumgartner,Lorena Bavia,Thomas Bock,
USA,Brazil,Germany,
Shawn Babiuk,Maria Serena Beato,Barbara Boine,
Canada,Italy,Germany,
Leen Baert,Jin-Xin Bei,Myrna Bonaldo,
Switzerland,China,Brazil,
Andre Bafica,Mark Beilke,Andre Boonstra,
Brazil,USA,Netherlands,
Olfa Bahri,Sarah Belisle,Durlav Prasad Bora,
Tunisia,USA,India,
Dalan Bailey,Brendan Bell,Alessandra Borges,
UK,Canada,Brazil,
Jean-Luc Bailly,Jessica Belser,Vanni Borghi,
France,USA,Italy,
Michelle Baker,Abdelouaheb Bennani,Akos Boros,
Australia,Morocco,Hungary,
Anne Balkema-Buschmann,Kirsten Bentley,Berend Jan Bosch,
Germany,UK,Netherlands,
Ashley Banyard,Sven M. Bergmann,Thomas Briese,
UK,Germany,USA,
Xiaoyong Bao,Ben Berkhout,Christopher Broder,
USA,Netherlands,USA,
Eric Baranowski,Jonathan Bertin,Corrie Brown,
France,Canada,USA,
John Barnes,Jonathan Bertin,Dennis Brown,
USA,Canada,USA,
John Barr,Walter Betancourt,Meredith Brown,
UK,Venezuela,USA,
Kelli Barr,Jayaram Bettadapura,Glenn Browning,
USA,Australia,Australia,
